query_name|arxiv_id|authors|title|year|quality_score|summary|arxiv_url|pdf_downloaded
Query 5: RPO Optimization Strategies|2508.08163v2|Mandira Sawkar; Samay U. Shetty; Deepak Pandita|LPI-RIT at LeWiDi-2025: Improving Distributional Predictions via Metadata and Loss Reweighting with DisCo|2025|130|The Learning With Disagreements (LeWiDi) 2025 shared task aims to model annotator disagreement through soft label distribution prediction and perspect...|https://arxiv.org/abs/2508.08163v2|Yes
Query 5: RPO Optimization Strategies|2507.05469v1|Ceferino Patino; Tyler J. Billings; Alireza Saleh Abadi|Inaugural MOASEI Competition at AAMAS'2025: A Technical Report|2025|130|We present the Methods for Open Agent Systems Evaluation Initiative (MOASEI) Competition, a multi-agent AI benchmarking event designed to evaluate dec...|https://arxiv.org/abs/2507.05469v1|Yes
Query 5: RPO Optimization Strategies|2509.09146v1|Md Ibrahim Ibne Alam; Ankur Senapati; Anindo Mahmood|Peering Partner Recommendation for ISPs using Machine Learning|2025|130|Internet service providers (ISPs) need to connect with other ISPs to provide global connectivity services to their users. To ensure global connectivit...|https://arxiv.org/abs/2509.09146v1|Yes
Query 5: RPO Optimization Strategies|2501.05772v1|Herdiantri Sufriyana; Emily Chia-Yu Su|rmlnomogram: An R package to construct an explainable nomogram for any machine learning algorithms|2025|130|Background: Current nomogram can only be created for regression algorithm. Providing nomogram for any machine learning (ML) algorithms may accelerate ...|https://arxiv.org/abs/2501.05772v1|Yes
Query 5: RPO Optimization Strategies|2511.00099v1|Marios Impraimakis; Evangelia Nektaria Palkanoglou|A generative adversarial network optimization method for damage detection and digital twinning by deep AI fault learning: Z24 Bridge structural health monitoring benchmark validation|2025|130|The optimization-based damage detection and damage state digital twinning capabilities are examined here of a novel conditional-labeled generative adv...|https://arxiv.org/abs/2511.00099v1|Yes
Query 5: RPO Optimization Strategies|2505.12616v1|Shujauddin Syed; Ted Pedersen|Duluth at SemEval-2025 Task 7: TF-IDF with Optimized Vector Dimensions for Multilingual Fact-Checked Claim Retrieval|2025|130|This paper presents the Duluth approach to the SemEval-2025 Task 7 on Multilingual and Crosslingual Fact-Checked Claim Retrieval. We implemented a TF-...|https://arxiv.org/abs/2505.12616v1|Yes
Query 6: Backup Scheduling with Machine Learning|2512.19527v1|Diego Hitzges; Guillaume Sagnol|Deep Learning for Unrelated-Machines Scheduling: Handling Variable Dimensions|2025|130|Deep learning has been effectively applied to many discrete optimization problems. However, learning-based scheduling on unrelated parallel machines r...|https://arxiv.org/abs/2512.19527v1|Yes
Query 6: Backup Scheduling with Machine Learning|2501.05563v1|Ziyue Luo; Jia Liu; Myungjin Lee|Prediction-Assisted Online Distributed Deep Learning Workload Scheduling in GPU Clusters|2025|130|The recent explosive growth of deep learning (DL) models has necessitated a compelling need for efficient job scheduling for distributed deep learning...|https://arxiv.org/abs/2501.05563v1|Yes
Query 6: Backup Scheduling with Machine Learning|2510.01256v1|Lingling Zeng; Gen Zhang; Jialin Peng|Kant: An Efficient Unified Scheduling System for Large-Scale AI Clusters|2025|130|As AI cluster sizes continue to expand and the demand for large-language-model (LLM) training and inference workloads grows rapidly, traditional sched...|https://arxiv.org/abs/2510.01256v1|Yes
Query 6: Backup Scheduling with Machine Learning|2503.00323v1|Ahmad Faraz Khan; Samuel Fountain; Ahmed M. Abdelmoniem|FLStore: Efficient Federated Learning Storage for non-training workloads|2025|130|Federated Learning (FL) is an approach for privacy-preserving Machine Learning (ML), enabling model training across multiple clients without centraliz...|https://arxiv.org/abs/2503.00323v1|Yes
Query 6: Backup Scheduling with Machine Learning|2508.10691v1|Alish Kanani; Lukas Pfromm; Harsh Sharma|THERMOS: Thermally-Aware Multi-Objective Scheduling of AI Workloads on Heterogeneous Multi-Chiplet PIM Architectures|2025|130|Chiplet-based integration enables large-scale systems that combine diverse technologies, enabling higher yield, lower costs, and scalability, making t...|https://arxiv.org/abs/2508.10691v1|Yes
Query 6: Backup Scheduling with Machine Learning|2505.09142v1|Seungbeom Choi; Jeonghoe Goo; Eunjoo Jeon|ELIS: Efficient LLM Iterative Scheduling System with Response Length Predictor|2025|130|We propose ELIS, a serving system for Large Language Models (LLMs) featuring an Iterative Shortest Remaining Time First (ISRTF) scheduler designed to ...|https://arxiv.org/abs/2505.09142v1|Yes
Query 6: Backup Scheduling with Machine Learning|2503.00537v1|Junjie Sheng; Jiehao Wu; Haochuan Cui|Scalable Reinforcement Learning for Virtual Machine Scheduling|2025|130|Recent advancements in reinforcement learning (RL) have shown promise for optimizing virtual machine scheduling (VMS) in small-scale clusters. The uti...|https://arxiv.org/abs/2503.00537v1|Yes
Query 6: Backup Scheduling with Machine Learning|2507.19377v1|David Nunez; Francesc Wilhelmi; Maksymilian Wojnar|Deep Reinforcement Learning-Based Scheduling for Wi-Fi Multi-Access Point Coordination|2025|130|Multi-access point coordination (MAPC) is a key feature of IEEE 802.11bn, with a potential impact on future Wi-Fi networks. MAPC enables joint schedul...|https://arxiv.org/abs/2507.19377v1|Yes
Query 6: Backup Scheduling with Machine Learning|2507.06520v1|Xinyuan Song; Zeyu Wang; Siyi Wu|Gradientsys: A Multi-Agent LLM Scheduler with ReAct Orchestration|2025|130|We present Gradientsys, a next-generation multi-agent scheduling framework that coordinates diverse specialized AI agents using a typed Model-Context ...|https://arxiv.org/abs/2507.06520v1|Yes
Query 6: Backup Scheduling with Machine Learning|2508.07009v1|Xintong Chen; Zhenyu Jiang; Jiangbin Lyu|Neural Channel Knowledge Map Assisted Scheduling Optimization of Active IRSs in Multi-User Systems|2025|130|Intelligent Reflecting Surfaces (IRSs) have potential for significant performance gains in next-generation wireless networks but face key challenges, ...|https://arxiv.org/abs/2508.07009v1|Yes
Query 6: Backup Scheduling with Machine Learning|2507.15574v1|Gregory F. Stock; Juan A. Fraire; Holger Hermanns|On the Role of AI in Managing Satellite Constellations: Insights from the ConstellAI Project|2025|130|The rapid expansion of satellite constellations in near-Earth orbits presents significant challenges in satellite network management, requiring innova...|https://arxiv.org/abs/2507.15574v1|Yes
Query 6: Backup Scheduling with Machine Learning|2507.05322v1|Marc Bara|Dataless Neural Networks for Resource-Constrained Project Scheduling|2025|130|Dataless neural networks represent a paradigm shift in applying neural architectures to combinatorial optimization problems, eliminating the need for ...|https://arxiv.org/abs/2507.05322v1|Yes
Query 6: Backup Scheduling with Machine Learning|2510.25176v1|Mohammadreza Doostmohammadian; Zulfiya R. Gabidullina; Hamid R. Rabiee|Machine Learning and CPU (Central Processing Unit) Scheduling Co-Optimization over a Network of Computing Centers|2025|130|In the rapidly evolving research on artificial intelligence (AI) the demand for fast, computationally efficient, and scalable solutions has increased ...|https://arxiv.org/abs/2510.25176v1|Yes
Query 6: Backup Scheduling with Machine Learning|2501.08071v1|Guoliang He; Eiko Yoneki|CuAsmRL: Optimizing GPU SASS Schedules via Deep Reinforcement Learning|2025|130|Large language models (LLMs) are remarked by their substantial computational requirements. To mitigate the cost, researchers develop specialized CUDA ...|https://arxiv.org/abs/2501.08071v1|Yes
Query 6: Backup Scheduling with Machine Learning|2506.08263v2|Pouya Agheli; Tugce Kobal; François Durand|Learning-Based Multiuser Scheduling in MIMO-OFDM Systems with Hybrid Beamforming|2025|130|We investigate the multiuser scheduling problem in multiple-input multiple-output (MIMO) systems using orthogonal frequency division multiplexing (OFD...|https://arxiv.org/abs/2506.08263v2|Yes
